Ano,Período,Código,Nome,Turma,Horário,Nota,Situação
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,4.60,REPROVADO
2010,1,EMC0169,PESQUISA OPERACIONAL 1,A,24N45,6.60,APROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24N3,9.00,APROVADO
2010,1,FFA0050,INTERPRETAÇÃO  DE EXAMES LABORATORIAIS,B,3V56  3N1,-,CANCELADA
2010,1,IPT0018,CIÊNCIA TECNOLOGIA E OS CAMINHOS DA SUSTENTABILIDADE,1,5V456  5N1,-,CANCELADA
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,B1,6V56  6N1,6.90,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,6.90,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,5.60,APROVADO
2010,1,CAT0349,RISCO BIOLÓGICO E BIOSSEGURANÇA,A,2V45,-,CANCELADA
2010,1,FAD0099,ESTATUTO DA CRIANÇA E DO ADOLESCENTE,C,6V456  6N1,-,CANCELADA
2010,1,FAD0089,DIREITO URBANÍSTICO,C,3V456  3N1,-,CANCELADA
2010,1,INF0038,COMPUTAÇÃO GRÁFICA,A,3N23 5N45,-,CANCELADA
2010,1,EMC0011,ARQUITETURA DE COMPUTADORES 2,A,24N45,5.30,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,6.30,APROVADO
2010,1,EMC0213,SISTEMAS DE CONTROLE,B,24N23,5.10,APROVADO
2010,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,3V45,-,CANCELADA
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,5.90,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,7.20,APROVADO
2010,1,INF0024,BANCO DE DADOS 1,A,25N45,5.40,APROVADO
2010,1,EMC0020,CIRCUITOS ELÉTRICOS 1,B,35N23,2.40,REPROVADO
2010,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,4.50,REPROVADO
2010,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,7.70,APROVADO
2010,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,3.30,REPROVADO
2010,1,EMC0156,METODOLOGIA CIENTÍFICA,C,7M345,7.00,APROVADO
2010,1,FAF0084,LÓGICA II,B,6M2345,-,CANCELADA
2010,1,EMC0071,ENGENHARIA ECONÔMICA,A,45M34,7.50,APROVADO
2010,1,FAH0024,ESPECÍFICA 5,A,4M2345,-,CANCELADA
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,6.40,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,5.90,APROVADO
2010,1,INF0193,SEGURANÇA NA INTERNET,A,3M23,-,CANCELADA
2010,1,EMC0225,TEORIA DE TELECOMUNICAÇÕES,B,56N45,5.70,APROVADO
2010,1,EMC0169,PESQUISA OPERACIONAL 1,A,24N45,7.60,APROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24N3,9.30,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,5.30,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,7.10,APROVADO
2010,1,FAD0089,DIREITO URBANÍSTICO,C,3V456  3N1,7.00,APROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,6.10,APROVADO
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,6.90,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,7.20,APROVADO
2010,1,EMC0169,PESQUISA OPERACIONAL 1,A,24N45,7.20,APROVADO
2010,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,3V45,-,CANCELADA
2010,1,EMC0068,ENGENHARIA DE SEGURANÇA,A,46V12,7.50,APROVADO
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,B1,6V56  6N1,9.50,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,6.70,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,7.90,APROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,7V23,9.80,APROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,3.10,REPROVADO
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,3.70,REPROVADO
2010,1,EMC0011,ARQUITETURA DE COMPUTADORES 2,A,24N45,5.40,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,2.50,REPROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24N3,8.40,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,7.00,APROVADO
2010,1,EMC0156,METODOLOGIA CIENTÍFICA,C,7M345,8.00,APROVADO
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,C,6V56  6N1,6.30,APROVADO
2010,1,EMC0225,TEORIA DE TELECOMUNICAÇÕES,A,24V34,8.40,APROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,5.90,APROVADO
2010,1,EMC0011,ARQUITETURA DE COMPUTADORES 2,A,24N45,9.20,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,7.00,APROVADO
2010,1,EMC0225,TEORIA DE TELECOMUNICAÇÕES,B,56N45,-,CANCELADA
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24N3,10.00,APROVADO
2010,1,EMC0066,ENGENHARIA DA FOTOGRAFIA,A,7M234,9.00,APROVADO
2010,1,EMC0068,ENGENHARIA DE SEGURANÇA,A,46V12,-,CANCELADA
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,9.10,APROVADO
2010,1,EMC0057,ELETRÔNICA 2,B,26V12,7.50,APROVADO
2010,1,ESA0166,FUNDAMENTOS DE SOLOS ÁGUA E PLANTAS,A,5V23,0.00,REPROVADO
2010,1,INF0024,BANCO DE DADOS 1,A,25N45,0.40,REPROVADO
2010,1,EMC0020,CIRCUITOS ELÉTRICOS 1,B,35N23,0.00,REPROVADO
2010,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,0.00,REPROVADO
2010,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.30,APROVADO
2010,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,1.50,REPROVADO
2010,1,EMC0042,DESENHO,B,2N23,0.00,REPROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24V56  24N1,5.00,APROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,-,CANCELADA
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,4.50,REPROVADO
2010,1,EMC0022,CIRCUITOS ELÉTRICOS 2,B,35V56  35N1,0.80,REPROVADO
2010,1,EMC0237,TÓPICOS EM ENG DE SISTEMAS DE INFORMAÇÃO 2,A,34N23,-,CANCELADA
2010,1,EMC0232,TÓPICOS EM ENG DE CONTROLE E AUTOMAÇÃO 1,A,35N23,-,CANCELADA
2010,1,EMC0075,ESTÁGIO SUPERVISIONADO,C,23456M23,9.70,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,6.60,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,5.00,APROVADO
2010,1,EMC0233,TÓPICOS EM ENG DE CONTROLE E AUTOMAÇÃO 2,A,24V34,7.00,APROVADO
2010,1,FEE0215,PSICANÁLISE E CULTURA,A,5M12345,-,CANCELADA
2010,1,IFI0183,NANOCIÊNCIA E NANOTECNOLOGIA,B,5V23,-,CANCELADA
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,-,CANCELADA
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,5.00,APROVADO
2010,1,EMC0011,ARQUITETURA DE COMPUTADORES 2,A,24N45,6.80,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,6.20,APROVADO
2010,1,INF0193,SEGURANÇA NA INTERNET,A,3M23,-,CANCELADA
2010,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,3V45,-,CANCELADA
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,B1,6V56  6N1,9.00,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,6.90,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,5.00,APROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24V56  24N1,3.80,REPROVADO
2010,1,FAD0089,DIREITO URBANÍSTICO,C,3V456  3N1,7.00,APROVADO
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,3.80,REPROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,5.00,APROVADO
2010,1,EMC0213,SISTEMAS DE CONTROLE,B,24N23,5.00,APROVADO
2010,1,EMC0169,PESQUISA OPERACIONAL 1,A,24N45,6.40,APROVADO
2010,1,EMC0075,ESTÁGIO SUPERVISIONADO,C,23456M23,9.20,APROVADO
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,B1,6V56  6N1,9.60,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,6.70,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,7.40,APROVADO
2010,1,FAF0088,NIETZSCHE E BAUDRILLARD,A,5V2345,-,CANCELADA
2010,1,INF0038,COMPUTAÇÃO GRÁFICA,A,3N23 5N45,-,CANCELADA
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,0.20,REPROVADO
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,4.40,REPROVADO
2010,1,INF0024,BANCO DE DADOS 1,A,25N45,-,CANCELADA
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,1.40,REPROVADO
2010,1,EMC0169,PESQUISA OPERACIONAL 1,A,24N45,7.10,APROVADO
2010,1,EMC0236,TÓPICOS EM ENG DE SISTEMAS DE INFORMAÇÃO 1,A,4N23 6N45,-,CANCELADA
2010,1,IPT0018,CIÊNCIA TECNOLOGIA E OS CAMINHOS DA SUSTENTABILIDADE,1,5V456  5N1,8.40,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,5.10,APROVADO
2010,1,EMC0042,DESENHO,A,2M34,9.60,APROVADO
2010,1,EMC0156,METODOLOGIA CIENTÍFICA,C,7M345,7.50,APROVADO
2010,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,B,24V12,7.00,APROVADO
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,C,6V56  6N1,6.60,APROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,7V23,9.30,APROVADO
2010,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,7.40,APROVADO
2010,1,EMC0236,TÓPICOS EM ENG DE SISTEMAS DE INFORMAÇÃO 1,A,4N23 6N45,8.20,APROVADO
2010,1,IME0069,CÁLCULO PARA ENGENHARIA DE COMPUTAÇÃO 3,A,45N45,2.50,REPROVADO
2010,1,INF0065,ESTRUTURAS DE DADOS 1,B,7M123   2N45,5.40,APROVADO
2010,1,EMC0156,METODOLOGIA CIENTÍFICA,C,7M345,8.00,APROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,5.90,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,5.90,APROVADO
2010,1,EMC0225,TEORIA DE TELECOMUNICAÇÕES,B,56N45,5.60,APROVADO
2010,1,EMC0169,PESQUISA OPERACIONAL 1,A,24N45,6.90,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,6.40,APROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,7V23,7.80,APROVADO
2010,1,CAT0349,RISCO BIOLÓGICO E BIOSSEGURANÇA,A,2V45,-,CANCELADA
2010,1,FAD0099,ESTATUTO DA CRIANÇA E DO ADOLESCENTE,C,6V456  6N1,-,CANCELADA
2010,1,FAD0089,DIREITO URBANÍSTICO,C,3V456  3N1,-,CANCELADA
2010,1,ESA0426,PRODUÇÃO DE QUEIJOS ARTESANAIS,A,6V456  6N1,-,CANCELADA
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,0.00,REPROVADO
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,2.30,REPROVADO
2010,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,3V45,-,CANCELADA
2010,1,FAN0045,GUIA ALIMENTAR PARA POPULAÇÃO BRASILEIRA,A,6V23,-,CANCELADA
2010,1,ESA0414,PRÁTICAS DE HIGIENE NA MANIPULAÇÃO DE ALIMENTOS,B,2V23,-,CANCELADA
2010,1,FFA0050,INTERPRETAÇÃO  DE EXAMES LABORATORIAIS,B,3V56  3N1,-,CANCELADA
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,5.90,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,0.50,REPROVADO
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,C,6V56  6N1,5.00,APROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,7V23,8.40,APROVADO
2010,1,FAL0172,FRANCÊS INSTRUMENTAL,A,46M23,-,CANCELADA
2010,1,FAL0277,LÍNGUA ESTRANGEIRA 1 ITALIANO,B,24V345,-,CANCELADA
2010,1,IFI0183,NANOCIÊNCIA E NANOTECNOLOGIA,B,5V23,6.50,APROVADO
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,5.50,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,A,26N23,-,CANCELADA
2010,1,INF0024,BANCO DE DADOS 1,A,25N45,-,CANCELADA
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,4.60,REPROVADO
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,A,6N23,8.30,APROVADO
2010,1,EMC0213,SISTEMAS DE CONTROLE,B,24N23,6.50,APROVADO
2010,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,3V45,-,CANCELADA
2010,1,INF0193,SEGURANÇA NA INTERNET,B,3V56  3N1,-,CANCELADA
2010,1,ESA0461,TÉCNICAS BÁSICAS DE CONSERVAÇÃO DE ALIMENTOS,A,3V23,7.00,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,5.90,APROVADO
2010,1,EMC0005,ANÁLISE DE SISTEMAS LINEARES,A,35V34,5.10,APROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,5.20,APROVADO
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,6.80,APROVADO
2010,1,EMC0011,ARQUITETURA DE COMPUTADORES 2,A,24N45,10.00,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,7.00,APROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24N3,9.30,APROVADO
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,B1,6V56  6N1,8.90,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,7.60,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,7.60,APROVADO
2010,1,FAV0230,FOTOGRAFIA PUBLICITÁRIA,A,5V2345,-,CANCELADA
2010,1,INF0038,COMPUTAÇÃO GRÁFICA,A,3N23 5N45,0.00,REPROVADO
2010,1,EMC0190,PROJETO ORIENTADO,A,23V6  23N1,2.00,REPROVADO
2010,1,IME0125,ESTATÍSTICA,D,35M23,-,CANCELADA
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,9.00,APROVADO
2010,1,EMC0011,ARQUITETURA DE COMPUTADORES 2,A,24N45,9.40,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,6.40,APROVADO
2010,1,EMC0213,SISTEMAS DE CONTROLE,B,24N23,7.60,APROVADO
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,B1,6V56  6N1,8.90,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,-,CANCELADA
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,2.80,REPROVADO
2010,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,35V6  35N1,9.00,APROVADO
2010,1,EMC0156,METODOLOGIA CIENTÍFICA,C,7M345,7.00,APROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,5.00,APROVADO
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,6.70,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,6.80,APROVADO
2010,1,EMC0169,PESQUISA OPERACIONAL 1,A,24N45,6.20,APROVADO
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,B,-,-,CANCELADA
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,-,CANCELADA
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,7.40,APROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,7V23,9.30,APROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,6.70,APROVADO
2010,1,EMC0011,ARQUITETURA DE COMPUTADORES 2,A,24N45,9.00,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,7.60,APROVADO
2010,1,INF0147,PARADIGMAS DE LINGUAGENS DE PROGRAMAÇÃO,A,24N45,-,CANCELADA
2010,1,EMC0225,TEORIA DE TELECOMUNICAÇÕES,B,56N45,8.80,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,8.10,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,7.10,APROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,7V23,9.40,APROVADO
2010,1,FAL0195,INGLÊS INSTRUMENTAL,B,3V123 6V345,-,CANCELADA
2010,1,IFI0183,NANOCIÊNCIA E NANOTECNOLOGIA,B,5V23,-,CANCELADA
2010,1,INF0024,BANCO DE DADOS 1,A,25N45,7.30,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,-,CANCELADA
2010,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,7.40,APROVADO
2010,1,EMC0213,SISTEMAS DE CONTROLE,B,24N23,8.20,APROVADO
2010,1,IME0159,FUNDAMENTOS MATEMÁTICOS DE COMPUT GRÁFICA 2D E 3D,A,36V45,-,CANCELADA
2010,1,EMC0068,ENGENHARIA DE SEGURANÇA,A,46V12,-,CANCELADA
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,6.90,APROVADO
2010,1,EMC0042,DESENHO,A,2M34,10.00,APROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,1.80,REPROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,4.50,REPROVADO
2010,1,EMC0225,TEORIA DE TELECOMUNICAÇÕES,B,56N45,1.60,REPROVADO
2010,1,EMC0169,PESQUISA OPERACIONAL 1,A,24N45,5.20,APROVADO
2010,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24N3,4.30,REPROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,1.00,REPROVADO
2010,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,B,24V6  24N12,-,CANCELADA
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,6.20,APROVADO
2010,1,EMC0011,ARQUITETURA DE COMPUTADORES 2,A,24N45,5.30,APROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,6.40,APROVADO
2010,1,EMC0213,SISTEMAS DE CONTROLE,B,24N23,6.30,APROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,7.40,APROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,5.00,APROVADO
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,C,6V56  6N1,9.60,APROVADO
2010,1,INF0038,COMPUTAÇÃO GRÁFICA,A,3N23 5N45,-,CANCELADA
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,0.00,REPROVADO
2010,1,EMC0011,ARQUITETURA DE COMPUTADORES 2,A,24N45,0.00,REPROVADO
2010,1,INF0032,COMPILADORES 1,A,3N45 5N23,0.00,REPROVADO
2010,1,INF0147,PARADIGMAS DE LINGUAGENS DE PROGRAMAÇÃO,A,24N45,-,CANCELADA
2010,1,EMC0125,LABORATÓRIO DE ELETRÔNICA 1,B1,6V56  6N1,3.00,REPROVADO
2010,1,INF0057,ENGENHARIA DE SOFTWARE 1,B,36N23,0.00,REPROVADO
2010,1,EMC0084,FUNDAMENTOS DE LÓGICA,A,3N23,-,CANCELADA
2010,1,EMC0178,PRODUÇÃO DE RECURSOS MULTIMEIOS,A,24M23,8.10,APROVADO
2010,1,IFI0116,FÍSICA 3,A,3N45 4N23,0.00,REPROVADO
2010,1,IME0075,CÁLCULO 1A,F,7M345   2N23 5N45,1.90,REPROVADO
2010,1,INQ0158,QUÍMICA GERAL B,D,56N23,-,CANCELADA
2010,1,EMC0025,CIRCUITOS LÓGICOS 1,B,35N23,4.30,REPROVADO
2010,1,EMC0122,LABORATÓRIO DE CIRCUITOS LÓGICOS,A2,6N23,8.00,APROVADO
2010,1,EMC0055,ELETRÔNICA 1,B,56N45,-,CANCELADA
2010,1,INF0024,BANCO DE DADOS 1,A,25N45,5.60,APROVADO
2010,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,5.50,APROVADO
2010,1,EMC0213,SISTEMAS DE CONTROLE,B,24N23,4.10,REPROVADO
2010,1,INF0197,SISTEMAS DISTRIBUÍDOS 1,A,3N45 5N23,0.00,REPROVADO
2010,1,EMC0002,ADMINISTRAÇÃO,C,7M345,6.10,APROVADO
2010,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,6N45,8.40,APROVADO
2010,1,INF0065,ESTRUTURAS DE DADOS 1,C,26M56,7.50,APROVADO
2010,1,EMC0121,LABORATÓRIO DE CIRCUITOS LÓGICOS,C,3M456,8.00,APROVADO
2010,1,FAL0404,NOÇÕES BÁSIC DA LÍNGUA BRASILEIRA DE SINAIS-LIBRAS,C,3V123 6V345,8.50,APROVADO
2010,1,FAL0195,INGLÊS INSTRUMENTAL,B,3V123 6V345,-,CANCELADA
2010,1,INF0214,TÓPICOS AVANÇADOS EM PROGRAMAÇÃO II,A,3V6  3N12345,-,CANCELADA
2010,1,EMA0382,FORMAÇÃO DE PLATÉIA EM MÚSICA,C,7M456,7.00,APROVADO
2010,1,IFI0098,FÍSICA MODERNA I,B,24M23,1.00,REPROVADO
2010,1,IFI0096,FÍSICA MATEMÁTICA II,B,35M23,2.10,REPROVADO
2010,1,IFI0029,ELETROMAGNETISMO I,B,246M45,3.50,REPROVADO
2010,1,IFI0166,MECÂNICA CLÁSSICA I,B,35M45,2.00,REPROVADO
2010,1,FEE0171,LÍNGUA BRASILEIRA DE SINAIS 1,D,5V6  5N12345,-,CANCELADA
2010,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,3V45,-,CANCELADA
2010,1,IME0280,UMA INTRODUÇÃO AOS MODELOS MATEMÁTICOS,A,24V45,-,CANCELADA
2010,1,FAV0139,DESENHO TÉCNICO,A,2N23,0.00,REPROVADO
2010,1,IME0009,ÁLGEBRA LINEAR,A,7M123   4N45,0.00,REPROVADO
2010,1,INF0007,ALGORITMOS E PROGRAMAÇÃO 1,A2,4V6  2N45 4N123,0.20,REPROVADO
2010,1,EMC0085,FUNDAMENTOS DE LÓGICA,A,3N23,0.00,REPROVADO
2010,1,EMC0025,CIRCUITOS LÓGICOS 1,B,35N23,-,CANCELADA
2010,1,INF0024,BANCO DE DADOS 1,A,25N45,7.60,APROVADO
2010,1,EMC0020,CIRCUITOS ELÉTRICOS 1,B,35N23,5.30,APROVADO
2010,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,7.50,APROVADO
2010,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,10.00,APROVADO
2010,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,B,7M345,8.80,APROVADO
2010,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,7.30,APROVADO
2010,1,EMC0213,SISTEMAS DE CONTROLE,B,24N23,6.80,APROVADO
2010,1,EMA0382,FORMAÇÃO DE PLATÉIA EM MÚSICA,A,4M234,-,CANCELADA
2010,1,INF0024,BANCO DE DADOS 1,A,25N45,6.80,APROVADO
2010,1,EMC0020,CIRCUITOS ELÉTRICOS 1,B,35N23,5.00,APROVADO
2010,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,7.00,APROVADO
2010,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.90,APROVADO
2010,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,B,7M345,8.80,APROVADO
2010,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,6.30,APROVADO
2010,1,EMC0213,SISTEMAS DE CONTROLE,B,24N23,6.10,APROVADO
2010,1,INF0065,ESTRUTURAS DE DADOS 1,C,26M56,6.30,APROVADO
2010,1,EMC0024,CIRCUITOS LÓGICOS,F,3M56 5M34,7.20,APROVADO
2010,1,EMA0805,PESQUISA VIRTUAL EM SAÚDE,A,3V23,-,CANCELADA
2010,1,EMA0382,FORMAÇÃO DE PLATÉIA EM MÚSICA,A,4M234,-,CANCELADA
2010,1,INF0024,BANCO DE DADOS 1,A,25N45,6.80,APROVADO
2010,1,EMC0020,CIRCUITOS ELÉTRICOS 1,B,35N23,2.50,REPROVADO
2010,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,7.10,APROVADO
2010,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.90,APROVADO
2010,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,B,7M345,8.80,APROVADO
